file,zone,status
surf_Surface_011_MP_SEL_SUR_001224.jpg,crossed_none,ok
surf_Surface_011_MP_SEL_SUR_001287.jpg,crossed_none,ok
surf_Surface_013_MP_SEL_SUR_001453.jpg,on_crosswalk,ok
surf_Surface_017_MP_SEL_SUR_001964.jpg,on_crosswalk,ok
surf_Surface_020_MP_SEL_SUR_002378.jpg,on_crosswalk,ok
surf_Surface_021_MP_SEL_SUR_002518.jpg,crossed_none,ok
surf_Surface_031_MP_SEL_SUR_003423.jpg,crossed_none,ok
surf_Surface_032_MP_SEL_SUR_003536.jpg,on_crosswalk,ok
surf_Surface_039_MP_SEL_SUR_004078.jpg,crossed_none,ok
surf_Surface_050_MP_SEL_SUR_004958.jpg,far_none,ok
surf_Surface_053_MP_SEL_SUR_005222.jpg,crossed_none,ok
surf_Surface_085_MP_SEL_SUR_006478.jpg,crossed_none,ok
surf_Surface_096_MP_SEL_SUR_007016.jpg,crossed_none,ok
surf_Surface_115_MP_SEL_SUR_009021.jpg,crossed_none,ok
surf_Surface_123_MP_SEL_SUR_009520.jpg,crossed_none,ok
