file,zone,status
20260708_192203.jpg,on_crosswalk,ok
20260708_203255.jpg,on_crosswalk,ok
20260708_203259.jpg,on_crosswalk,ok
20260709_201946.jpg,on_crosswalk,ok
20260709_203000.jpg,on_crosswalk,ok
20260709_203021.jpg,on_crosswalk,ok
20260709_203844.jpg,on_crosswalk,ok
20260719_141743.jpg,on_crosswalk,ok
20260719_141815.jpg,on_crosswalk,ok
20260719_141816.jpg,on_crosswalk,ok
20260719_141822.jpg,on_crosswalk,ok
20260719_150939.jpg,on_crosswalk,ok
20260722_133700.jpg,on_crosswalk,ok
20260722_133704.jpg,on_crosswalk,ok
20260724_190853.jpg,on_crosswalk,ok
20260724_190909.jpg,on_crosswalk,ok
20260724_190912.jpg,on_crosswalk,ok
20260724_200442.jpg,on_crosswalk,ok
20260724_200446.jpg,on_crosswalk,ok
20260724_200447.jpg,on_crosswalk,ok
20260724_200454.jpg,crossed_none,ok
20260724_201403.jpg,on_crosswalk,ok
20260724_201430.jpg,on_crosswalk,ok
20260724_201431.jpg,on_crosswalk,ok
20260724_201455.jpg,on_crosswalk,ok
20260724_201456.jpg,on_crosswalk,ok
20260724_202200.jpg,on_crosswalk,ok
20260724_202202.jpg,on_crosswalk,ok
20260724_202443.jpg,on_crosswalk,ok
20260724_202712.jpg,on_crosswalk,ok
20260727_151135.jpg,on_crosswalk,ok
20260727_151147.jpg,on_crosswalk,ok
20260727_151149.jpg,on_crosswalk,ok
20260730_190450.jpg,on_crosswalk,ok
20260730_190453.jpg,on_crosswalk,ok
20260731_012218.jpg,on_crosswalk,ok
20260731_012312.jpg,on_crosswalk,ok
20260731_012352.jpg,on_crosswalk,ok
20260731_012416.jpg,on_crosswalk,ok
20260731_012611.jpg,on_crosswalk,ok
20260731_012629.jpg,on_crosswalk,ok
20260731_012908.jpg,on_crosswalk,ok
20260731_013059.jpg,on_crosswalk,ok
20260731_013106.jpg,on_crosswalk,ok
20260731_013423.jpg,on_crosswalk,ok
20260731_013453.jpg,on_crosswalk,ok
20260731_013608.jpg,on_crosswalk,ok
20260731_013837.jpg,on_crosswalk,ok
20260731_013838.jpg,on_crosswalk,ok
20260731_013850.jpg,on_crosswalk,ok
20260731_014023.jpg,on_crosswalk,ok
20260731_014024.jpg,on_crosswalk,ok
20260731_014423.jpg,on_crosswalk,ok
20260731_014937.jpg,on_crosswalk,ok
20260731_015001.jpg,on_crosswalk,ok
20260731_015126.jpg,on_crosswalk,ok
20260731_015207.jpg,on_crosswalk,ok
20260731_015235.jpg,on_crosswalk,ok
20260731_015310.jpg,on_crosswalk,ok
20260731_015640.jpg,on_crosswalk,ok
