file,zone,status
surf_Surface_001_MP_SEL_SUR_000033.jpg,approach,ok
surf_Surface_001_MP_SEL_SUR_000036.jpg,on_crosswalk,ok
surf_Surface_001_MP_SEL_SUR_000084.jpg,approach,ok
surf_Surface_002_MP_SEL_SUR_000144.jpg,on_crosswalk,ok
surf_Surface_002_MP_SEL_SUR_000164.jpg,far_none,ok
surf_Surface_003_MP_SEL_SUR_000312.jpg,on_crosswalk,ok
surf_Surface_004_MP_SEL_SUR_000390.jpg,on_crosswalk,ok
surf_Surface_004_MP_SEL_SUR_000396.jpg,on_crosswalk,ok
surf_Surface_005_MP_SEL_SUR_000493.jpg,on_crosswalk,ok
surf_Surface_005_MP_SEL_SUR_000494.jpg,on_crosswalk,ok
surf_Surface_005_MP_SEL_SUR_000545.jpg,far_none,ok
surf_Surface_005_MP_SEL_SUR_000567.jpg,on_crosswalk,ok
surf_Surface_005_MP_SEL_SUR_000571.jpg,on_crosswalk,ok
surf_Surface_005_MP_SEL_SUR_000574.jpg,on_crosswalk,ok
surf_Surface_006_MP_SEL_SUR_000621.jpg,on_crosswalk,ok
surf_Surface_006_MP_SEL_SUR_000643.jpg,on_crosswalk,ok
surf_Surface_006_MP_SEL_SUR_000701.jpg,on_crosswalk,ok
surf_Surface_007_MP_SEL_SUR_000727.jpg,on_crosswalk,ok
surf_Surface_007_MP_SEL_SUR_000748.jpg,on_crosswalk,ok
surf_Surface_007_MP_SEL_SUR_000839.jpg,on_crosswalk,ok
surf_Surface_008_MP_SEL_SUR_000957.jpg,on_crosswalk,ok
surf_Surface_009_MP_SEL_SUR_001003.jpg,on_crosswalk,ok
surf_Surface_009_MP_SEL_SUR_001011.jpg,on_crosswalk,ok
surf_Surface_010_MP_SEL_SUR_001086.jpg,on_crosswalk,ok
surf_Surface_010_MP_SEL_SUR_001140.jpg,,skipped
surf_Surface_010_MP_SEL_SUR_001163.jpg,on_crosswalk,ok
surf_Surface_010_MP_SEL_SUR_001181.jpg,on_crosswalk,ok
surf_Surface_011_MP_SEL_SUR_001204.jpg,far_none,ok
surf_Surface_011_MP_SEL_SUR_001277.jpg,on_crosswalk,ok
surf_Surface_012_MP_SEL_SUR_001368.jpg,,skipped
surf_Surface_012_MP_SEL_SUR_001387.jpg,on_crosswalk,ok
surf_Surface_013_MP_SEL_SUR_001453.jpg,on_crosswalk,ok
surf_Surface_013_MP_SEL_SUR_001492.jpg,on_crosswalk,ok
surf_Surface_013_MP_SEL_SUR_001505.jpg,on_crosswalk,ok
surf_Surface_013_MP_SEL_SUR_001536.jpg,on_crosswalk,ok
surf_Surface_013_MP_SEL_SUR_001547.jpg,on_crosswalk,ok
surf_Surface_013_MP_SEL_SUR_001555.jpg,on_crosswalk,ok
surf_Surface_014_MP_SEL_SUR_001666.jpg,on_crosswalk,ok
surf_Surface_015_MP_SEL_SUR_001726.jpg,on_crosswalk,ok
surf_Surface_015_MP_SEL_SUR_001743.jpg,on_crosswalk,ok
surf_Surface_017_MP_SEL_SUR_001964.jpg,on_crosswalk,ok
surf_Surface_017_MP_SEL_SUR_001983.jpg,on_crosswalk,ok
surf_Surface_017_MP_SEL_SUR_002001.jpg,,skipped
surf_Surface_017_MP_SEL_SUR_002029.jpg,on_crosswalk,ok
surf_Surface_018_MP_SEL_SUR_002065.jpg,on_crosswalk,ok
surf_Surface_018_MP_SEL_SUR_002097.jpg,on_crosswalk,ok
surf_Surface_018_MP_SEL_SUR_002111.jpg,on_crosswalk,ok
surf_Surface_019_MP_SEL_SUR_002207.jpg,on_crosswalk,ok
surf_Surface_019_MP_SEL_SUR_002210.jpg,on_crosswalk,ok
surf_Surface_019_MP_SEL_SUR_002214.jpg,on_crosswalk,ok
surf_Surface_019_MP_SEL_SUR_002224.jpg,approach,ok
surf_Surface_019_MP_SEL_SUR_002254.jpg,on_crosswalk,ok
surf_Surface_020_MP_SEL_SUR_002308.jpg,on_crosswalk,ok
surf_Surface_020_MP_SEL_SUR_002378.jpg,crossed_none,ok
surf_Surface_021_MP_SEL_SUR_002424.jpg,on_crosswalk,ok
surf_Surface_021_MP_SEL_SUR_002441.jpg,on_crosswalk,ok
surf_Surface_022_MP_SEL_SUR_002526.jpg,on_crosswalk,ok
surf_Surface_022_MP_SEL_SUR_002557.jpg,far_none,ok
surf_Surface_022_MP_SEL_SUR_002568.jpg,,skipped
surf_Surface_022_MP_SEL_SUR_002578.jpg,far_none,ok
surf_Surface_023_MP_SEL_SUR_002677.jpg,on_crosswalk,ok
surf_Surface_023_MP_SEL_SUR_002695.jpg,on_crosswalk,ok
surf_Surface_024_MP_SEL_SUR_002766.jpg,on_crosswalk,ok
surf_Surface_024_MP_SEL_SUR_002767.jpg,on_crosswalk,ok
