file,zone,status
20251119_130610.jpg,approach,ok
20251119_130610_012_saved.jpg,approach,ok
20251119_131145.jpg,approach,ok
20251119_131658_006_saved.jpg,approach,ok
20251119_132007.jpg,approach,ok
20251119_154454.jpg,approach,ok
20251119_154949.jpg,approach,ok
20251119_155329.jpg,approach,ok
20251119_160548.jpg,approach,ok
20251119_163652.jpg,approach,ok
20251119_164334_004_saved.jpg,approach,ok
20251119_164334_017_saved.jpg,,skipped
20251119_175218.jpg,approach,ok
20251119_175218_007_saved.jpg,approach,ok
20251119_175635_007_saved.jpg,approach,ok
20251120_165640_001_saved.jpg,approach,ok
20251120_170830_005_saved.jpg,approach,ok
20251120_170830_018_saved.jpg,approach,ok
20251120_171001_008_saved.jpg,approach,ok
20260708_192159.jpg,approach,ok
20260708_192208.jpg,approach,ok
20260709_203840.jpg,approach,ok
20260719_141247.jpg,approach,ok
20260719_141613.jpg,approach,ok
20260719_141616.jpg,approach,ok
20260719_141724.jpg,approach,ok
20260719_141731.jpg,approach,ok
20260721_081349.jpg,approach,ok
20260721_081351.jpg,approach,ok
20260724_190847.jpg,approach,ok
20260724_200439.jpg,approach,ok
20260724_201358.jpg,approach,ok
20260724_202646.jpg,approach,ok
20260731_013026.jpg,approach,ok
20260731_013137.jpg,approach,ok
20260731_013420.jpg,approach,ok
20260731_013449.jpg,approach,ok
20260731_014434.jpg,approach,ok
20260731_015007.jpg,approach,ok
20260731_015157.jpg,approach,ok
20260731_015858.jpg,approach,ok
20260731_020007.jpg,approach,ok
20260731_020029.jpg,approach,ok
20260731_022105.jpg,approach,ok
20260803_202423.jpg,approach,ok
20260803_203549.jpg,approach,ok
20260803_203745.jpg,approach,ok
20260803_203752.jpg,approach,ok
20260803_203912.jpg,approach,ok
20260812_205302.jpg,approach,ok
20260812_205406.jpg,approach,ok
20260812_205543.jpg,approach,ok
20260821_190952.jpg,approach,ok
20260821_193222.jpg,approach,ok
20260823_142748.jpg,approach,ok
20260823_142756.jpg,approach,ok
20260823_143119.jpg,approach,ok
20260823_143123.jpg,approach,ok
20260823_143152.jpg,approach,ok
20260823_143257.jpg,far_none,ok
20260823_143300.jpg,approach,ok
20260823_143304.jpg,approach,ok
20260823_160517.jpg,approach,ok
20260823_160522.jpg,approach,ok
20260823_160802.jpg,approach,ok
20260823_160850.jpg,approach,ok
20260823_160946.jpg,approach,ok
20260823_161518.jpg,approach,ok
20260823_161526.jpg,approach,ok
20260823_161533.jpg,approach,ok
20260823_161553.jpg,approach,ok
20260823_161654.jpg,approach,ok
20260823_161825.jpg,approach,ok
20260823_162335.jpg,approach,ok
20260823_162338.jpg,approach,ok
20260823_162341.jpg,approach,ok
20260823_162421.jpg,approach,ok
20260823_162424.jpg,approach,ok
20260824_184811.jpg,approach,ok
20260824_184849.jpg,approach,ok
20260824_195646.jpg,approach,ok
20260824_195651.jpg,approach,ok
20260824_195707.jpg,approach,ok
20260824_195908.jpg,approach,ok
20260824_195931.jpg,approach,ok
20260824_200049.jpg,approach,ok
20260824_200122.jpg,approach,ok
20260824_200133.jpg,approach,ok
20260824_200238.jpg,approach,ok
20260824_200248.jpg,approach,ok
20260824_200341.jpg,approach,ok
20260824_200356.jpg,approach,ok
20260827_200804.jpg,approach,ok
20260827_205348.jpg,approach,ok
20260827_205637.jpg,approach,ok
20260828_103715.jpg,approach,ok
20260828_103723.jpg,approach,ok
20260828_103923.jpg,approach,ok
20260828_103929.jpg,approach,ok
20260828_104010.jpg,approach,ok
20260828_104135.jpg,approach,ok
20260828_104137.jpg,approach,ok
20260828_104153.jpg,approach,ok
20260828_104220.jpg,approach,ok
20260828_104245.jpg,approach,ok
20260828_104248.jpg,approach,ok
20260828_104616.jpg,approach,ok
20260828_104632.jpg,approach,ok
20260828_104717.jpg,approach,ok
20260831_200214.jpg,approach,ok
20260831_200219.jpg,approach,ok
20260831_200231.jpg,approach,ok
20260831_200457.jpg,approach,ok
20260831_200608.jpg,approach,ok
20260831_200625.jpg,approach,ok
20260831_200826.jpg,approach,ok
20260831_200838.jpg,approach,ok
20260831_200930.jpg,approach,ok
20260831_201012.jpg,approach,ok
20260831_201027.jpg,approach,ok
20260831_201028.jpg,approach,ok
20260831_201123.jpg,approach,ok
20260831_201143.jpg,approach,ok
20260831_201157.jpg,approach,ok
20260831_201238.jpg,approach,ok
20260831_201252.jpg,approach,ok
20260831_201255.jpg,approach,ok
20260831_201310.jpg,approach,ok
20260831_201322.jpg,approach,ok
20260831_201415.jpg,approach,ok
20260831_201434.jpg,approach,ok
20260831_201436.jpg,approach,ok
20260902_165918.jpg,approach,ok
20260902_165924.jpg,approach,ok
20260902_170231.jpg,approach,ok
20260904_161736.jpg,approach,ok
20260907_205226.jpg,approach,ok
20260907_205227.jpg,approach,ok
20260907_205229.jpg,approach,ok
20260907_205234.jpg,approach,ok
20260907_205237.jpg,approach,ok
20260907_205259.jpg,approach,ok
20260907_205301.jpg,approach,ok
20260907_205419.jpg,approach,ok
20260907_205421.jpg,approach,ok
20260907_205423.jpg,approach,ok
20260907_205429.jpg,approach,ok
20260907_205431.jpg,approach,ok
20260907_205433.jpg,approach,ok
20260907_205446.jpg,approach,ok
20260907_205614.jpg,approach,ok
20260907_205615.jpg,approach,ok
20260907_205617.jpg,approach,ok
20260907_205630.jpg,approach,ok
20260907_205632.jpg,approach,ok
20260907_205633.jpg,approach,ok
20260907_205637.jpg,approach,ok
20260907_205638.jpg,approach,ok
20260907_205639.jpg,approach,ok
20260907_205659.jpg,approach,ok
20260907_205700.jpg,approach,ok
20260907_205816.jpg,approach,ok
20260907_205839.jpg,approach,ok
20260907_210032.jpg,approach,ok
20260907_210041.jpg,approach,ok
20260907_210050.jpg,approach,ok
