file,zone,status
surf_Surface_001_MP_SEL_SUR_000039.jpg,approach,ok
surf_Surface_001_MP_SEL_SUR_000066.jpg,approach,ok
surf_Surface_002_MP_SEL_SUR_000161.jpg,approach,ok
surf_Surface_002_MP_SEL_SUR_000179.jpg,far_none,ok
surf_Surface_005_MP_SEL_SUR_000519.jpg,approach,ok
surf_Surface_005_MP_SEL_SUR_000523.jpg,far_none,ok
surf_Surface_005_MP_SEL_SUR_000531.jpg,approach,ok
surf_Surface_005_MP_SEL_SUR_000569.jpg,approach,ok
surf_Surface_006_MP_SEL_SUR_000621.jpg,on_crosswalk,ok
surf_Surface_006_MP_SEL_SUR_000635.jpg,approach,ok
surf_Surface_010_MP_SEL_SUR_001093.jpg,approach,ok
surf_Surface_010_MP_SEL_SUR_001144.jpg,approach,ok
surf_Surface_011_MP_SEL_SUR_001271.jpg,approach,ok
surf_Surface_014_MP_SEL_SUR_001629.jpg,approach,ok
surf_Surface_015_MP_SEL_SUR_001794.jpg,approach,ok
surf_Surface_016_MP_SEL_SUR_001902.jpg,approach,ok
surf_Surface_017_MP_SEL_SUR_001991.jpg,approach,ok
surf_Surface_017_MP_SEL_SUR_002016.jpg,approach,ok
surf_Surface_018_MP_SEL_SUR_002099.jpg,approach,ok
surf_Surface_019_MP_SEL_SUR_002193.jpg,approach,ok
surf_Surface_019_MP_SEL_SUR_002224.jpg,on_crosswalk,ok
surf_Surface_019_MP_SEL_SUR_002262.jpg,approach,ok
surf_Surface_021_MP_SEL_SUR_002482.jpg,approach,ok
surf_Surface_022_MP_SEL_SUR_002526.jpg,on_crosswalk,ok
surf_Surface_024_MP_SEL_SUR_002845.jpg,approach,ok
surf_Surface_026_MP_SEL_SUR_003043.jpg,on_crosswalk,ok
surf_Surface_026_MP_SEL_SUR_003055.jpg,approach,ok
surf_Surface_027_MP_SEL_SUR_003104.jpg,approach,ok
surf_Surface_029_MP_SEL_SUR_003293.jpg,on_crosswalk,ok
surf_Surface_032_MP_SEL_SUR_003518.jpg,approach,ok
surf_Surface_033_MP_SEL_SUR_003636.jpg,approach,ok
surf_Surface_034_MP_SEL_SUR_003699.jpg,on_crosswalk,ok
surf_Surface_035_MP_SEL_SUR_003764.jpg,approach,ok
surf_Surface_035_MP_SEL_SUR_003789.jpg,approach,ok
surf_Surface_035_MP_SEL_SUR_003795.jpg,far_none,ok
surf_Surface_037_MP_SEL_SUR_003918.jpg,approach,ok
surf_Surface_037_MP_SEL_SUR_003946.jpg,approach,ok
surf_Surface_039_MP_SEL_SUR_004121.jpg,approach,ok
surf_Surface_041_MP_SEL_SUR_004223.jpg,approach,ok
surf_Surface_041_MP_SEL_SUR_004236.jpg,,skipped
surf_Surface_043_MP_SEL_SUR_004418.jpg,approach,ok
surf_Surface_043_MP_SEL_SUR_004443.jpg,approach,ok
surf_Surface_045_MP_SEL_SUR_004541.jpg,approach,ok
surf_Surface_045_MP_SEL_SUR_004542.jpg,approach,ok
surf_Surface_046_MP_SEL_SUR_004678.jpg,approach,ok
surf_Surface_047_MP_SEL_SUR_004768.jpg,approach,ok
surf_Surface_049_MP_SEL_SUR_004872.jpg,approach,ok
surf_Surface_051_MP_SEL_SUR_005052.jpg,approach,ok
surf_Surface_061_MP_SEL_SUR_005618.jpg,approach,ok
surf_Surface_062_MP_SEL_SUR_005679.jpg,,skipped
surf_Surface_066_MP_SEL_SUR_005892.jpg,approach,ok
surf_Surface_070_MP_SEL_SUR_006069.jpg,approach,ok
surf_Surface_072_MP_SEL_SUR_006174.jpg,approach,ok
surf_Surface_072_MP_SEL_SUR_006187.jpg,approach,ok
surf_Surface_075_MP_SEL_SUR_007367.jpg,approach,ok
surf_Surface_077_MP_SEL_SUR_007571.jpg,approach,ok
surf_Surface_078_MP_SEL_SUR_007630.jpg,approach,ok
surf_Surface_079_MP_SEL_SUR_007668.jpg,approach,ok
surf_Surface_081_MP_SEL_SUR_006289.jpg,approach,ok
surf_Surface_082_MP_SEL_SUR_006324.jpg,,skipped
surf_Surface_083_MP_SEL_SUR_006375.jpg,approach,ok
surf_Surface_084_MP_SEL_SUR_006421.jpg,,skipped
surf_Surface_093_MP_SEL_SUR_006887.jpg,,skipped
surf_Surface_098_MP_SEL_SUR_007126.jpg,approach,ok
surf_Surface_098_MP_SEL_SUR_007139.jpg,approach,ok
surf_Surface_100_MP_SEL_SUR_007232.jpg,approach,ok
surf_Surface_102_MP_SEL_SUR_007983.jpg,approach,ok
surf_Surface_104_MP_SEL_SUR_008114.jpg,approach,ok
surf_Surface_105_MP_SEL_SUR_008181.jpg,approach,ok
surf_Surface_105_MP_SEL_SUR_008204.jpg,approach,ok
surf_Surface_106_MP_SEL_SUR_008239.jpg,far_none,ok
surf_Surface_106_MP_SEL_SUR_008297.jpg,approach,ok
surf_Surface_107_MP_SEL_SUR_008310.jpg,approach,ok
surf_Surface_111_MP_SEL_SUR_008647.jpg,,skipped
surf_Surface_111_MP_SEL_SUR_008694.jpg,approach,ok
surf_Surface_111_MP_SEL_SUR_008699.jpg,far_none,ok
surf_Surface_112_MP_SEL_SUR_008727.jpg,approach,ok
surf_Surface_112_MP_SEL_SUR_008752.jpg,approach,ok
surf_Surface_113_MP_SEL_SUR_008864.jpg,approach,ok
surf_Surface_115_MP_SEL_SUR_009000.jpg,approach,ok
surf_Surface_125_MP_SEL_SUR_009582.jpg,approach,ok
surf_Surface_127_MP_SEL_SUR_009691.jpg,approach,ok
surf_Surface_128_MP_SEL_SUR_009769.jpg,approach,ok
