file,zone,status
20251119_130610_033_saved.jpg,on_crosswalk,ok
20251119_130610_073_saved.jpg,on_crosswalk,ok
20251119_131146_092_saved.jpg,on_crosswalk,ok
20251119_131206_025_saved.jpg,on_crosswalk,ok
20251119_131658_023_saved.jpg,on_crosswalk,ok
20251119_131658_099_saved.jpg,on_crosswalk,ok
20251119_131658_100_saved.jpg,on_crosswalk,ok
20251119_132013_049_saved.jpg,on_crosswalk,ok
20251119_132013_100_saved.jpg,on_crosswalk,ok
20251119_153628.jpg,on_crosswalk,ok
20251119_154454_012_saved.jpg,on_crosswalk,ok
20251119_154454_100_saved.jpg,on_crosswalk,ok
20251119_155329_100_saved.jpg,on_crosswalk,ok
20251119_160548_025_saved.jpg,on_crosswalk,ok
20251119_160555_055_saved.jpg,on_crosswalk,ok
20251119_161645.jpg,on_crosswalk,ok
20251119_161646_016_saved.jpg,on_crosswalk,ok
20251119_161652_018_saved.jpg,on_crosswalk,ok
20251119_161652_081_saved.jpg,on_crosswalk,ok
20251119_161750_002_saved.jpg,on_crosswalk,ok
20251119_161750_090_saved.jpg,on_crosswalk,ok
20251119_162002.jpg,on_crosswalk,ok
20251119_162003_096_saved.jpg,on_crosswalk,ok
20251119_162009_097_saved.jpg,on_crosswalk,ok
20251119_162308_009_saved.jpg,on_crosswalk,ok
20251119_162317_030_saved.jpg,on_crosswalk,ok
20251119_163010_026_saved.jpg,on_crosswalk,ok
20251119_163013_023_saved.jpg,on_crosswalk,ok
20251119_163013_068_saved.jpg,on_crosswalk,ok
20251119_163243_040_saved.jpg,on_crosswalk,ok
20251119_163243_078_saved.jpg,on_crosswalk,ok
20251119_163653_011_saved.jpg,on_crosswalk,ok
20251119_163653_047_saved.jpg,on_crosswalk,ok
20251119_163716_004_saved.jpg,on_crosswalk,ok
20251119_163716_015_saved.jpg,on_crosswalk,ok
20251119_163716_065_saved.jpg,on_crosswalk,ok
20251119_163913_009_saved.jpg,on_crosswalk,ok
20251119_163913_041_saved.jpg,on_crosswalk,ok
20251119_163913_069_saved.jpg,on_crosswalk,ok
20251119_163913_081_saved.jpg,crossed_none,ok
20251119_164334_029_saved.jpg,on_crosswalk,ok
20251119_164340_063_saved.jpg,on_crosswalk,ok
20251119_164354_018_saved.jpg,on_crosswalk,ok
20251119_164354_070_saved.jpg,on_crosswalk,ok
20251119_164425_025_saved.jpg,on_crosswalk,ok
