class,filename,position,status
1_approach,20251119_130610.jpg,0,ok
1_approach,20251119_130610_012_saved.jpg,0,ok
1_approach,20251119_131145.jpg,2,ok
1_approach,20251119_131658_006_saved.jpg,-1,ok
1_approach,20251119_132007.jpg,2,ok
1_approach,20251119_154454.jpg,0,ok
1_approach,20251119_154949.jpg,0,ok
1_approach,20251119_155329.jpg,2,ok
1_approach,20251119_160548.jpg,1,ok
1_approach,20251119_163652.jpg,2,ok
1_approach,20251119_164334_004_saved.jpg,1,ok
1_approach,20251119_164334_017_saved.jpg,1,ok
1_approach,20251119_175218.jpg,1,ok
1_approach,20251119_175218_007_saved.jpg,1,ok
1_approach,20251119_175635_007_saved.jpg,-1,ok
1_approach,20251120_165640_001_saved.jpg,2,ok
1_approach,20251120_170830_005_saved.jpg,-1,ok
1_approach,20251120_170830_018_saved.jpg,-1,ok
1_approach,20251120_171001_008_saved.jpg,-1,ok
1_approach,20260708_192159.jpg,0,ok
1_approach,20260708_192208.jpg,-1,ok
1_approach,20260709_203840.jpg,-1,ok
1_approach,20260719_141247.jpg,0,ok
1_approach,20260719_141613.jpg,-1,ok
1_approach,20260719_141616.jpg,0,ok
1_approach,20260719_141724.jpg,1,ok
1_approach,20260719_141731.jpg,1,ok
1_approach,20260721_081349.jpg,0,ok
1_approach,20260721_081351.jpg,0,ok
1_approach,20260724_190847.jpg,-1,ok
1_approach,20260724_200439.jpg,0,ok
1_approach,20260724_201358.jpg,0,ok
1_approach,20260724_202646.jpg,-2,ok
1_approach,20260731_013026.jpg,-1,ok
1_approach,20260731_013137.jpg,0,ok
1_approach,20260731_013420.jpg,0,ok
1_approach,20260731_013449.jpg,-2,ok
1_approach,20260731_014434.jpg,2,ok
1_approach,20260731_015007.jpg,-1,ok
1_approach,20260731_015157.jpg,1,ok
1_approach,20260731_015858.jpg,0,ok
1_approach,20260731_020007.jpg,-2,ok
1_approach,20260731_020029.jpg,1,ok
1_approach,20260731_022105.jpg,-2,ok
1_approach,20260803_202423.jpg,-2,ok
